"QK1008260001","4A03","XB090727-GP","8C09B7B41502ED64E0403C0AB60D5E0B","2010-08-26 00:00:00","刘文",,"2010-08-26 09:25:24","4A030001",,,"0","1"
"QK1008260001","4A03","100101DG2","8C09B7B41503ED64E0403C0AB60D5E0B","2010-08-26 00:00:00","刘文",,"2010-08-26 09:25:24","4A030001",,,"0","1"
"QK1008260001","4A03","WN090822/3.25","8C09B7B41504ED64E0403C0AB60D5E0B","2010-08-26 00:00:00","刘文",,"2010-08-26 09:25:24","4A030001",,,"0","1"
"QK1008260001","4A03","090822DG01","8C09B7B41505ED64E0403C0AB60D5E0B","2010-08-26 00:00:00","刘文",,"2010-08-26 09:25:24","4A030001",,,"0","1"
"QK1008260001","4A03","17258","8C09B7B4167DED64E0403C0AB60D5E0B","2010-08-26 00:00:00","刘文",,"2010-08-26 09:25:24","4A030001",,,"0","1"
"QK1008260001","4A03","100519L16.","8C09B7B4167EED64E0403C0AB60D5E0B","2010-08-26 00:00:00","刘文",,"2010-08-26 09:25:24","4A030001",,,"0","1"
"QK1008260001","4A03","10051916/","8C09B7B4167FED64E0403C0AB60D5E0B","2010-08-26 00:00:00","刘文",,"2010-08-26 09:25:24","4A030001",,,"0","1"
"QK1008260001","4A03","17261","8C09B7B41680ED64E0403C0AB60D5E0B","2010-08-26 00:00:00","刘文",,"2010-08-26 09:25:24","4A030001",,,"0","1"
"QK1008260001","4A03","17265","8C09B7B41682ED64E0403C0AB60D5E0B","2010-08-26 00:00:00","刘文",,"2010-08-26 09:25:24","4A030001",,,"0","1"
"QK1008260001","4A03","17266","8C09B7B41683ED64E0403C0AB60D5E0B","2010-08-26 00:00:00","刘文",,"2010-08-26 09:25:24","4A030001",,,"0","1"
"QK1008260001","4A03","17267","8C09B7B41684ED64E0403C0AB60D5E0B","2010-08-26 00:00:00","刘文",,"2010-08-26 09:25:24","4A030001",,,"0","1"
"QK1008260001","4A03","100510L20/","8C09B7B4168CED64E0403C0AB60D5E0B","2010-08-26 00:00:00","刘文",,"2010-08-26 09:25:24","4A030001",,,"0","1"
"QK1008260001","4A03","ZB100531L18","8C09B7B4168EED64E0403C0AB60D5E0B","2010-08-26 00:00:00","刘文",,"2010-08-26 09:25:24","4A030001",,,"0","1"
"QK1008260001","4A03","ZB100531L22","8C09B7B41690ED64E0403C0AB60D5E0B","2010-08-26 00:00:00","刘文",,"2010-08-26 09:25:24","4A030001",,,"0","1"
"QK1008260001","4A03","17291","8C09B7B41691ED64E0403C0AB60D5E0B","2010-08-26 00:00:00","刘文",,"2010-08-26 09:25:24","4A030001",,,"0","1"
