"12","0301","429","226","561","345","995","73","329","391","20","995","2015-3-8 00:00:00","117","20","304","10","216","967","377","不锈钢线材","880","MR T-2.5BA","852","邯钢","430","313","11","6.050000","6.410000","7.490000","6.600000","14.050000","11.400000","16.650000","5.680000","657","921","50","652","230","2015-3-21 00:00:00","54","690","743","290","809","15","2015-3-13 00:00:00","34","365","425","578","94","527","9","2015-3-10 00:00:00","613","2015-7-14 00:00:00","145","9","2015-3-28 00:00:00","559","523","5.620000","744","445","1","912","662","801","862","936","2015-7-3 00:00:00","17.730000","15.350000","839","9","5.250000","835","20","4","4.680000","320","3.410000","11.210000","82","15","51","520","503","46","784","498","817","558","719","748","365","463","65","782","598","4.690000","762","972","891","832","2015-6-14 00:00:00","2015-1-15 00:00:00","820","3","214","114","188","20","613","833","622","2015-4-28 00:00:00","460","533","600","920","517","899","922","822","356","161","4","307","260"
"826","310","551","453","263","105","33","451","113","41","375","989","2015-7-3 00:00:00","141","212","499","7","725","371","904","765","502","873","623","202","103","348","266","10.960000","7.690000","2.040000","13.480000","3.810000","9.840000","4.980000","2.440000","745","198","692","784","755","2015-2-17 00:00:00","117","567","35","384","892","2","2015-7-29 00:00:00","939","520","82","674","353","647","4","2015-2-8 00:00:00","637","2015-4-24 00:00:00","72","9","2015-3-9 00:00:00","734","878","11.480000","494","511","11","568","468","487","930","698","2015-6-8 00:00:00","2.750000","5.660000","804","2","7.670000","582","5","6","15.160000","879","3.160000","15.920000","751","917","752","551","447","497","456","556","680","358","45","663","405","104","225","278","408","14.260000","616","72","886","965","2015-5-29 00:00:00","2015-7-26 00:00:00","617","9","899","175","222","40","666","553","341","2015-8-4 00:00:00","858","463","754","717","713","716","743","193","786","685","1","215","883"
"114","793","998","762","947","822","722","793","775","337","29","136","2015-7-11 00:00:00","148","966","229","2","769","253","843","204","262","652","935","508","196","186","506","6.990000","10.860000","13.930000","15.750000","1.500000","16.350000","5.090000","2.030000","992","324","914","300","508","2015-5-29 00:00:00","48","650","494","808","10","16","2015-5-14 00:00:00","604","96","96","577","105","993","8","2015-7-18 00:00:00","560","2015-2-28 00:00:00","12","9","2015-2-19 00:00:00","16","906","15.250000","67","710","14","757","147","152","664","57","2015-5-6 00:00:00","6.780000","1.570000","323","9","19.970000","962","10","8","14.060000","994","3.390000","18.870000","346","263","981","692","948","135","980","90","520","794","805","735","165","663","296","474","331","4.280000","771","494","553","133","2015-1-12 00:00:00","2015-6-24 00:00:00","751","6","32","274","228","39","377","173","565","2015-1-24 00:00:00","158","957","406","687","900","519","191","47","668","378","6","142","799"
"643","712","321","601","672","666","646","838","341","773","27","168","2015-1-15 00:00:00","713","939","935","7","527","911","950","645","654","395","305","44","21","285","980","2.370000","14.310000","14.450000","9.080000","16.820000","2.610000","18.450000","2.800000","389","584","716","699","376","2015-7-2 00:00:00","580","654","481","98","740","13","2015-7-21 00:00:00","171","246","318","777","379","554","4","2015-5-19 00:00:00","783","2015-4-20 00:00:00","834","9","2015-5-28 00:00:00","373","720","13.160000","751","434","2","210","944","214","202","108","2015-6-2 00:00:00","15.120000","6.680000","439","9","4.350000","190","1","9","15.820000","390","4.670000","7.130000","946","803","541","423","247","563","657","413","82","804","337","51","408","646","706","384","23","17.050000","654","871","953","834","2015-3-6 00:00:00","2015-2-7 00:00:00","974","17","504","131","823","79","708","883","449","2015-4-7 00:00:00","574","977","166","455","199","156","659","241","771","107","6","287","239"
"897","80","923","68","120","174","37","168","430","390","845","930","2015-4-3 00:00:00","609","274","727","17","410","406","893","811","836","127","875","762","155","483","608","2.380000","15.950000","6.900000","16.960000","7.640000","16.370000","6.910000","6.580000","805","511","921","422","261","2015-4-9 00:00:00","771","441","621","779","364","18","2015-2-5 00:00:00","349","395","566","789","458","803","9","2015-1-20 00:00:00","496","2015-5-25 00:00:00","429","6","2015-7-20 00:00:00","94","747","10.240000","340","579","5","254","640","335","922","940","2015-5-24 00:00:00","18.720000","17.490000","687","9","9.620000","143","16","5","18.930000","346","1.610000","8.480000","259","415","843","422","71","408","466","120","947","636","968","436","505","73","827","504","73","8.880000","359","287","895","291","2015-2-13 00:00:00","2015-4-29 00:00:00","924","18","318","271","703","68","51","208","550","2015-7-14 00:00:00","880","273","735","822","131","662","834","800","383","397","5","243","60"
"982","0106","339","701","44","804","137","677","100","539","76","351","2015-2-27 00:00:00","157","954","586","15","782","380","22","839","924","367","829","967","605","434","92","11.830000","15.500000","19.060000","18.640000","2.350000","18.350000","8.350000","8.820000","797","592","681","157","618","2015-5-21 00:00:00","368","310","277","730","56","6","2015-4-26 00:00:00","485","800","911","751","795","546","8","2015-7-12 00:00:00","391","2015-6-18 00:00:00","34","2","2015-1-11 00:00:00","513","588","9.470000","406","973","13","369","134","615","83","319","2015-8-7 00:00:00","1.120000","7.980000","541","7","6.200000","533","2","7","5.030000","778","8.450000","14.030000","350","356","319","657","557","81","446","122","65","808","781","76","606","738","758","803","231","8.870000","62","301","827","862","2015-8-1 00:00:00","2015-3-8 00:00:00","466","19","998","308","866","50","455","28","823","2015-3-18 00:00:00","570","221","132","408","580","291","919","942","922","776","5","555","475"
"244","629","980","233","807","320","616","153","212","966","945","818","2015-1-20 00:00:00","704","261","204","15","883","647","748","962","890","166","320","242","445","516","302","3.120000","10.460000","12.790000","10.430000","15.950000","5.220000","4.940000","8.590000","751","843","409","383","315","2015-3-22 00:00:00","87","746","231","743","288","2","2015-2-17 00:00:00","491","759","144","105","719","602","9","2015-2-11 00:00:00","322","2015-6-19 00:00:00","576","6","2015-4-12 00:00:00","861","384","1.810000","688","103","10","587","347","994","38","765","2015-5-7 00:00:00","15.530000","5.640000","125","9","9.220000","686","18","4","13.750000","807","4.180000","15.980000","153","879","282","99","872","927","891","688","164","480","26","31","52","87","171","701","436","8.670000","309","949","594","906","2015-5-15 00:00:00","2015-3-14 00:00:00","328","10","629","132","285","86","630","665","666","2015-6-14 00:00:00","173","218","524","647","864","889","305","232","126","838","3","164","897"
"153","32","942","806","259","344","427","754","118","817","234","504","2015-7-21 00:00:00","428","641","366","8","822","880","723","496","769","108","488","481","762","133","712","4.750000","1.940000","5.210000","15.550000","19.940000","9.280000","13.530000","17.820000","189","226","888","638","99","2015-6-7 00:00:00","617","438","846","110","696","4","2015-7-15 00:00:00","16","285","722","198","965","357","9","2015-4-28 00:00:00","369","2015-4-20 00:00:00","649","5","2015-7-24 00:00:00","33","487","3.350000","543","472","2","154","125","678","800","587","2015-3-3 00:00:00","12.980000","13.920000","594","9","6.230000","350","2","9","18.220000","630","17.930000","7.350000","700","590","755","492","973","896","936","540","915","44","57","623","165","992","216","549","54","15.040000","559","697","13","888","2015-1-22 00:00:00","2015-4-19 00:00:00","561","9","107","418","833","54","826","197","304","2015-1-12 00:00:00","902","720","440","912","944","877","456","976","687","633","7","555","171"
"174","617","650","883","574","637","659","468","126","647","315","714","2015-3-7 00:00:00","535","830","275","1","793","733","774","250","843","352","873","795","76","937","405","9.970000","18.680000","6.840000","4.520000","19.930000","4.010000","14.900000","3.840000","961","359","954","48","530","2015-4-27 00:00:00","230","426","646","604","991","9","2015-3-22 00:00:00","167","937","658","657","15","500","6","2015-4-11 00:00:00","798","2015-2-16 00:00:00","422","5","2015-5-7 00:00:00","462","616","4.470000","923","832","18","881","210","587","295","705","2015-7-19 00:00:00","7.060000","8.280000","37","9","11.840000","505","6","4","12.220000","13","4.580000","19.010000","587","831","95","374","736","309","356","42","829","634","447","646","745","854","752","562","527","19.350000","115","402","884","105","2015-6-6 00:00:00","2015-3-19 00:00:00","111","10","681","451","829","25","402","493","751","2015-3-19 00:00:00","192","48","699","484","183","375","159","518","747","174","1","84","21"
"377","626","660","558","799","412","896","381","632","917","750","891","2015-5-24 00:00:00","687","771","607","2","341","538","741","862","312","372","970","239","506","264","586","18.010000","17.510000","9.940000","8.680000","11.510000","18.920000","2.980000","1.010000","528","789","977","195","740","2015-2-18 00:00:00","158","859","702","154","832","15","2015-6-11 00:00:00","768","910","274","805","195","519","9","2015-4-18 00:00:00","337","2015-5-4 00:00:00","166","8","2015-3-28 00:00:00","722","682","1.370000","441","790","20","512","584","530","969","366","2015-6-4 00:00:00","13.870000","14.240000","626","9","12.660000","230","6","3","12.460000","987","3.680000","2.330000","505","911","380","646","572","90","513","610","115","577","555","934","167","550","939","572","754","7.910000","960","191","212","542","2015-5-8 00:00:00","2015-7-2 00:00:00","57","18","902","416","370","47","475","236","334","2015-8-4 00:00:00","973","318","286","422","730","282","168","691","314","716","6","995","967"
